id,sentence,aspects_str
694,I had the duck breast special on my last visit and it was incredible.,"[{'type': 'term', 'term': 'duck breast special', 'polarity': 'positive'}, {'type': 'category', 'category': 'food', 'polarity': 'positive'}]"
831,I must say it's a little pricey for the food because it was not as spectacular as the view.,"[{'type': 'term', 'term': 'food', 'polarity': 'negative'}, {'type': 'category', 'category': 'price', 'polarity': 'negative'}]"
271,These innovators of french indian fusion do a great job of making dishes as interesting as possible while still being accessible.,"[{'type': 'term', 'term': 'french indian fusion', 'polarity': 'positive'}, {'type': 'term', 'term': 'dishes', 'polarity': 'positive'}, {'type': 'category', 'category': 'food', 'polarity': 'positive'}]"
2677,"Just don't take the seat between the bar and the back half of the restaurant, i saw a woman get nudged 40times sitting there.","[{'type': 'term', 'term': 'seat', 'polarity': 'negative'}, {'type': 'term', 'term': 'bar', 'polarity': 'neutral'}, {'type': 'category', 'category': 'ambience', 'polarity': 'negative'}]"
844,No gimmicks here -- the food speaks for itself in its freshness and preparation.,"[{'type': 'term', 'term': 'food', 'polarity': 'positive'}, {'type': 'category', 'category': 'food', 'polarity': 'positive'}]"
551,"We were worried we would have trouble getting in, but somehow managed to have a short wait.","[{'type': 'term', 'term': 'wait', 'polarity': 'positive'}, {'type': 'category', 'category': 'anecdotes/miscellaneous', 'polarity': 'positive'}, {'type': 'category', 'category': 'service', 'polarity': 'positive'}]"
3709,My wife had the fried shrimp which are huge and loved it.,"[{'type': 'term', 'term': 'fried shrimp', 'polarity': 'positive'}, {'type': 'category', 'category': 'food', 'polarity': 'positive'}]"
386,"Everything I had was good, and I'm a eater.","[{'type': 'category', 'category': 'food', 'polarity': 'positive'}]"
1704,One should not go to Lucky Strike for the food.,"[{'type': 'term', 'term': 'food', 'polarity': 'negative'}, {'type': 'category', 'category': 'food', 'polarity': 'negative'}]"
1196,The service is awful--the last time I was there (and I do mean the last time) we were told that they needed our table so we would have to leave.,"[{'type': 'term', 'term': 'service', 'polarity': 'negative'}, {'type': 'term', 'term': 'table', 'polarity': 'negative'}, {'type': 'category', 'category': 'service', 'polarity': 'negative'}]"
3689,We could only get through an appetizer and cheese fondue.,"[{'type': 'term', 'term': 'appetizer', 'polarity': 'neutral'}, {'type': 'term', 'term': 'cheese fondue', 'polarity': 'neutral'}, {'type': 'category', 'category': 'food', 'polarity': 'neutral'}, {'type': 'category', 'category': 'anecdotes/miscellaneous', 'polarity': 'neutral'}]"
1379,"To me it exemplifies Soho, cute, artsy, interesting.","[{'type': 'category', 'category': 'ambience', 'polarity': 'positive'}]"
2142,"Try everything for that matter, it is all good.","[{'type': 'category', 'category': 'food', 'polarity': 'positive'}]"
3472,Both times we waited well over a half hour for a table (even though we had reservations).,"[{'type': 'term', 'term': 'table', 'polarity': 'negative'}, {'type': 'term', 'term': 'reservations', 'polarity': 'negative'}, {'type': 'category', 'category': 'service', 'polarity': 'negative'}]"
2372,happy to be a regular at this place and would warmly recommend it to anyone.,"[{'type': 'category', 'category': 'anecdotes/miscellaneous', 'polarity': 'positive'}]"
3561,I've been eating at Taj Mahal for over twenty years and have found them to be the most excellent of the Indian eateries on this block of Indian restaurants.,"[{'type': 'category', 'category': 'anecdotes/miscellaneous', 'polarity': 'positive'}, {'type': 'category', 'category': 'anecdotes/miscellaneous', 'polarity': 'positive'}]"
16,"night without a reservation, we had to wait at the bar for a little while, but the manager was so nice and made our wait a great experience.","[{'type': 'term', 'term': 'manager', 'polarity': 'positive'}, {'type': 'term', 'term': 'reservation', 'polarity': 'neutral'}, {'type': 'term', 'term': 'bar', 'polarity': 'neutral'}, {'type': 'term', 'term': 'wait', 'polarity': 'positive'}, {'type': 'category', 'category': 'service', 'polarity': 'positive'}]"
2253,Try the green curry!!!,"[{'type': 'term', 'term': 'green curry', 'polarity': 'positive'}, {'type': 'category', 'category': 'food', 'polarity': 'positive'}]"
3425,We had the scallops as an appetizer and they were delicious and the sauce was wonderful.,"[{'type': 'term', 'term': 'scallops', 'polarity': 'positive'}, {'type': 'term', 'term': 'appetizer', 'polarity': 'positive'}, {'type': 'term', 'term': 'sauce', 'polarity': 'positive'}, {'type': 'category', 'category': 'food', 'polarity': 'positive'}]"
2698,We were also seated promptly at the time of our reservation and the service was very quick and professional.,"[{'type': 'term', 'term': 'service', 'polarity': 'positive'}, {'type': 'term', 'term': 'reservation', 'polarity': 'positive'}, {'type': 'category', 'category': 'service', 'polarity': 'positive'}]"
2496,"You rarely have to wait for a seat and the currys (masaman, green, red) are full of flavor and come super spicy if you ask for it.","[{'type': 'term', 'term': 'seat', 'polarity': 'positive'}, {'type': 'term', 'term': 'currys (masaman, green, red)', 'polarity': 'positive'}, {'type': 'term', 'term': 'flavor', 'polarity': 'positive'}, {'type': 'category', 'category': 'food', 'polarity': 'positive'}, {'type': 'category', 'category': 'service', 'polarity': 'positive'}]"
124,The food there are sastifying.,"[{'type': 'term', 'term': 'food', 'polarity': 'positive'}, {'type': 'category', 'category': 'food', 'polarity': 'positive'}]"
2600,I highly recommend to anyone to give this place a try.,"[{'type': 'category', 'category': 'anecdotes/miscellaneous', 'polarity': 'positive'}]"
630,I highly recommend visiting this restaurant and having dinner and drinks!,"[{'type': 'term', 'term': 'dinner', 'polarity': 'positive'}, {'type': 'term', 'term': 'drinks', 'polarity': 'positive'}, {'type': 'category', 'category': 'anecdotes/miscellaneous', 'polarity': 'positive'}, {'type': 'category', 'category': 'food', 'polarity': 'positive'}]"
267,The bar is very well stocked with interesting beers and well priced wines.,"[{'type': 'term', 'term': 'bar', 'polarity': 'positive'}, {'type': 'term', 'term': 'beers', 'polarity': 'positive'}, {'type': 'term', 'term': 'wines', 'polarity': 'positive'}, {'type': 'term', 'term': 'priced', 'polarity': 'positive'}, {'type': 'category', 'category': 'food', 'polarity': 'positive'}]"
1804,I agree.,"[{'type': 'category', 'category': 'anecdotes/miscellaneous', 'polarity': 'neutral'}]"
2657,"Last memorial day, I tried to make reservations but was told they were closed that weekend (interesting, but...).","[{'type': 'term', 'term': 'reservations', 'polarity': 'negative'}, {'type': 'category', 'category': 'anecdotes/miscellaneous', 'polarity': 'negative'}, {'type': 'category', 'category': 'service', 'polarity': 'negative'}]"
920,The food was good.,"[{'type': 'term', 'term': 'food', 'polarity': 'positive'}, {'type': 'category', 'category': 'food', 'polarity': 'positive'}]"
2976,"Great wine selection, Gigondas is worth the price, and the house champagne is a great value.","[{'type': 'term', 'term': 'wine selection', 'polarity': 'positive'}, {'type': 'term', 'term': 'Gigondas', 'polarity': 'positive'}, {'type': 'term', 'term': 'house champagne', 'polarity': 'positive'}, {'type': 'term', 'term': 'price', 'polarity': 'neutral'}, {'type': 'category', 'category': 'food', 'polarity': 'positive'}]"
2408,"at night, but it's hard to hear your own conversation with everyone else competing for that same luxury - the music playing in the background is also voluminous.","[{'type': 'term', 'term': 'music', 'polarity': 'negative'}, {'type': 'category', 'category': 'ambience', 'polarity': 'negative'}]"
2237,It just wasn't Thai.,"[{'type': 'category', 'category': 'anecdotes/miscellaneous', 'polarity': 'negative'}]"
304,I have enjoyed everything I have ever gotten and the fish is so fresh and always prepared in a great way.,"[{'type': 'term', 'term': 'fish', 'polarity': 'positive'}, {'type': 'category', 'category': 'food', 'polarity': 'positive'}, {'type': 'category', 'category': 'anecdotes/miscellaneous', 'polarity': 'positive'}]"
3225,I particularly love their yellowfun tuna and their mussel selection.,"[{'type': 'term', 'term': 'yellowfun tuna', 'polarity': 'positive'}, {'type': 'term', 'term': 'mussel selection', 'polarity': 'positive'}, {'type': 'category', 'category': 'food', 'polarity': 'positive'}]"
3154,I love to visit Murrays for my bagel fix.,"[{'type': 'term', 'term': 'bagel', 'polarity': 'positive'}, {'type': 'category', 'category': 'anecdotes/miscellaneous', 'polarity': 'positive'}]"
2348,"We made early dinner reservations and were thoroughly impressed, reminds me of my grandfather, its old school Italian scenery with lots of fun stuff to admire.","[{'type': 'term', 'term': 'scenery', 'polarity': 'positive'}, {'type': 'term', 'term': 'dinner reservations', 'polarity': 'positive'}, {'type': 'category', 'category': 'ambience', 'polarity': 'positive'}]"
2971,Recommended.,"[{'type': 'category', 'category': 'anecdotes/miscellaneous', 'polarity': 'positive'}]"
921,The place was nice and calm.,"[{'type': 'term', 'term': 'place', 'polarity': 'positive'}, {'type': 'category', 'category': 'ambience', 'polarity': 'positive'}]"
532,Cheese plate is a varied delight and great bargain at $10.,"[{'type': 'term', 'term': 'Cheese plate', 'polarity': 'positive'}, {'type': 'category', 'category': 'food', 'polarity': 'positive'}, {'type': 'category', 'category': 'price', 'polarity': 'positive'}]"
1972,I could have drank 4 glasses of water and still been parched - so watch out.,"[{'type': 'term', 'term': 'glasses of water', 'polarity': 'neutral'}, {'type': 'category', 'category': 'food', 'polarity': 'negative'}]"
553,"When we sat, we got great and fast service.","[{'type': 'term', 'term': 'service', 'polarity': 'positive'}, {'type': 'category', 'category': 'service', 'polarity': 'positive'}]"
1681,"Most of the servers are very attentive, friendly and quite attractive.","[{'type': 'term', 'term': 'servers', 'polarity': 'positive'}, {'type': 'category', 'category': 'service', 'polarity': 'positive'}]"
2586,I think locals rate this place so high.,"[{'type': 'category', 'category': 'anecdotes/miscellaneous', 'polarity': 'neutral'}]"
1734,Service is average.,"[{'type': 'term', 'term': 'Service', 'polarity': 'neutral'}, {'type': 'category', 'category': 'service', 'polarity': 'neutral'}]"
2558,But they've done a really nice job of offering all the typical pizzeria faves plus some terrific specials like the Godmother pizza (a sort of traditional flat pizza with an olive oil-brushed crust and less tomato sauce than usual).,"[{'type': 'term', 'term': 'Godmother pizza (a sort of traditional flat pizza with an olive oil-brushed crust and less tomato sauce than usual)', 'polarity': 'positive'}, {'type': 'term', 'term': 'specials', 'polarity': 'positive'}, {'type': 'category', 'category': 'food', 'polarity': 'positive'}]"
1522,Go girls!!!,"[{'type': 'category', 'category': 'anecdotes/miscellaneous', 'polarity': 'positive'}]"
3683,"They forgot a sandwich, didn't include plastic forks, and didn't include pita with the hummus platter.","[{'type': 'term', 'term': 'sandwich', 'polarity': 'neutral'}, {'type': 'term', 'term': 'plastic forks', 'polarity': 'neutral'}, {'type': 'term', 'term': 'pita', 'polarity': 'neutral'}, {'type': 'term', 'term': 'hummus platter', 'polarity': 'neutral'}, {'type': 'category', 'category': 'service', 'polarity': 'negative'}]"
2715,"The steak is good, the fish is good and the sushi was surprisingly great.","[{'type': 'term', 'term': 'steak', 'polarity': 'positive'}, {'type': 'term', 'term': 'fish', 'polarity': 'positive'}, {'type': 'term', 'term': 'sushi', 'polarity': 'positive'}, {'type': 'category', 'category': 'food', 'polarity': 'positive'}]"
760,"For asian fusion, there are many places further downtown.","[{'type': 'category', 'category': 'anecdotes/miscellaneous', 'polarity': 'neutral'}]"
120,Old school meets New world.,"[{'type': 'category', 'category': 'anecdotes/miscellaneous', 'polarity': 'neutral'}]"
2295,I am reluctant to write because I would not want my jem of a pizza place to become overcrowded.,"[{'type': 'term', 'term': 'pizza', 'polarity': 'positive'}, {'type': 'category', 'category': 'anecdotes/miscellaneous', 'polarity': 'positive'}]"
3513,"The service was poor, restaurant poorly lit, staff not very attentive and I would have rather eaten at a Mcdonald's than this joint.","[{'type': 'term', 'term': 'service', 'polarity': 'negative'}, {'type': 'term', 'term': 'staff', 'polarity': 'negative'}, {'type': 'category', 'category': 'service', 'polarity': 'negative'}, {'type': 'category', 'category': 'ambience', 'polarity': 'negative'}]"
2880,This is probably one of my new favorite places.,"[{'type': 'category', 'category': 'anecdotes/miscellaneous', 'polarity': 'positive'}]"
2034,"For being number 1, this place has alot of work to do in order to truly earn its so called reputation.","[{'type': 'category', 'category': 'anecdotes/miscellaneous', 'polarity': 'negative'}]"
3299,"For myself and family we would only go here to celebrate an occassion, I do prefer smaller, quiter restaurants.","[{'type': 'category', 'category': 'anecdotes/miscellaneous', 'polarity': 'neutral'}, {'type': 'category', 'category': 'ambience', 'polarity': 'neutral'}]"
1208,The one on the east side is much better than the one on the west side.,"[{'type': 'category', 'category': 'anecdotes/miscellaneous', 'polarity': 'neutral'}]"
2148,They all know you.,"[{'type': 'category', 'category': 'service', 'polarity': 'positive'}]"
2192,"My GF and I still choose to eat there a lot because of diverse cocktails, the chill decor, and the decent sushi.","[{'type': 'term', 'term': 'cocktails', 'polarity': 'positive'}, {'type': 'term', 'term': 'decor', 'polarity': 'positive'}, {'type': 'term', 'term': 'sushi', 'polarity': 'positive'}, {'type': 'category', 'category': 'food', 'polarity': 'positive'}, {'type': 'category', 'category': 'ambience', 'polarity': 'positive'}]"
2020,We ended the dinner with a surprisingly light and flaky apple tarte tatin.,"[{'type': 'term', 'term': 'apple tarte tatin', 'polarity': 'positive'}, {'type': 'term', 'term': 'dinner', 'polarity': 'neutral'}, {'type': 'category', 'category': 'food', 'polarity': 'positive'}]"
915,The buffet had a nice selection.,"[{'type': 'term', 'term': 'buffet', 'polarity': 'positive'}, {'type': 'term', 'term': 'selection', 'polarity': 'positive'}, {'type': 'category', 'category': 'food', 'polarity': 'positive'}]"
1768,Waitstaff are very friendly.,"[{'type': 'term', 'term': 'Waitstaff', 'polarity': 'positive'}, {'type': 'category', 'category': 'service', 'polarity': 'positive'}]"
302,This restaurant is such a great place.,"[{'type': 'category', 'category': 'anecdotes/miscellaneous', 'polarity': 'positive'}]"
3052,"Once you step into Cosette, you're miraculously in a small, off-the-beaten path Parisian bistro.","[{'type': 'category', 'category': 'ambience', 'polarity': 'neutral'}]"
2956,I've been several times and am totally smitten.,"[{'type': 'category', 'category': 'anecdotes/miscellaneous', 'polarity': 'positive'}]"
569,Terrible experience.,"[{'type': 'category', 'category': 'anecdotes/miscellaneous', 'polarity': 'negative'}]"
658,I love the place.,"[{'type': 'category', 'category': 'anecdotes/miscellaneous', 'polarity': 'positive'}]"
1664,Service was slow had to wait to order and get food although not crowded.,"[{'type': 'term', 'term': 'Service', 'polarity': 'negative'}, {'type': 'term', 'term': 'food', 'polarity': 'neutral'}, {'type': 'category', 'category': 'service', 'polarity': 'negative'}]"
3690,Will have to return to try the chocolate!,"[{'type': 'term', 'term': 'chocolate', 'polarity': 'positive'}, {'type': 'category', 'category': 'anecdotes/miscellaneous', 'polarity': 'neutral'}]"
1274,"It's only $1.95 for a regular slice and $4.00 for a slice with a mushroom, not mushrooms.","[{'type': 'category', 'category': 'price', 'polarity': 'positive'}]"
481,There is a real gallery of stars that have visited.,"[{'type': 'category', 'category': 'ambience', 'polarity': 'neutral'}]"
2827,"The food was below average, the service was pathetic, there was no ambience at all.","[{'type': 'term', 'term': 'food', 'polarity': 'negative'}, {'type': 'term', 'term': 'service', 'polarity': 'negative'}, {'type': 'term', 'term': 'ambience', 'polarity': 'negative'}, {'type': 'category', 'category': 'food', 'polarity': 'negative'}, {'type': 'category', 'category': 'service', 'polarity': 'negative'}, {'type': 'category', 'category': 'ambience', 'polarity': 'negative'}]"
1585,I REALLY ENJOYED THE SHOWS PUT ON BY THE ACTORS.,"[{'type': 'term', 'term': 'SHOWS', 'polarity': 'positive'}, {'type': 'term', 'term': 'ACTORS', 'polarity': 'positive'}, {'type': 'category', 'category': 'ambience', 'polarity': 'positive'}]"
2163,Our first time in New York and we had to try a New York Bagel.,"[{'type': 'term', 'term': 'New York Bagel', 'polarity': 'neutral'}, {'type': 'category', 'category': 'anecdotes/miscellaneous', 'polarity': 'neutral'}]"
3443,service was efficient courteous.,"[{'type': 'term', 'term': 'service', 'polarity': 'positive'}, {'type': 'category', 'category': 'service', 'polarity': 'positive'}]"
2108,this one is definintely my least favorite.,"[{'type': 'category', 'category': 'anecdotes/miscellaneous', 'polarity': 'negative'}]"
3452,I have been urged by friends for months to check out the mermaid inn.,"[{'type': 'category', 'category': 'anecdotes/miscellaneous', 'polarity': 'neutral'}]"
412,The miso soup lacked flavor and the fish was unfortunately not as well prepared as in the past.,"[{'type': 'term', 'term': 'miso soup', 'polarity': 'negative'}, {'type': 'term', 'term': 'fish', 'polarity': 'negative'}, {'type': 'term', 'term': 'flavor', 'polarity': 'negative'}, {'type': 'category', 'category': 'food', 'polarity': 'negative'}]"
3675,"Everytime my husband and I go there, we are never disappointed.","[{'type': 'category', 'category': 'anecdotes/miscellaneous', 'polarity': 'positive'}]"
2154,They are the best bagels I've had.,"[{'type': 'term', 'term': 'bagels', 'polarity': 'positive'}, {'type': 'category', 'category': 'food', 'polarity': 'positive'}]"
223,We were not disappointed.,"[{'type': 'category', 'category': 'anecdotes/miscellaneous', 'polarity': 'positive'}]"
1667,I've read some of the previews reviews - people are either not New Yorkers or have more appreciation for ambience then food.,"[{'type': 'term', 'term': 'ambience', 'polarity': 'neutral'}, {'type': 'term', 'term': 'food', 'polarity': 'neutral'}, {'type': 'category', 'category': 'anecdotes/miscellaneous', 'polarity': 'neutral'}]"
426,"Toons has recently been redone, so it's now a very attractive space.","[{'type': 'term', 'term': 'space', 'polarity': 'positive'}, {'type': 'category', 'category': 'ambience', 'polarity': 'positive'}]"
1964,"$160 for 2 filets, 2 sides, an appetizer and drinks.","[{'type': 'term', 'term': 'filets', 'polarity': 'neutral'}, {'type': 'term', 'term': 'sides', 'polarity': 'neutral'}, {'type': 'term', 'term': 'appetizer', 'polarity': 'neutral'}, {'type': 'term', 'term': 'drinks', 'polarity': 'neutral'}, {'type': 'category', 'category': 'food', 'polarity': 'neutral'}, {'type': 'category', 'category': 'price', 'polarity': 'neutral'}]"
3380,"While the prices are nothing special, the portions are huge.","[{'type': 'term', 'term': 'prices', 'polarity': 'neutral'}, {'type': 'term', 'term': 'portions', 'polarity': 'positive'}, {'type': 'category', 'category': 'price', 'polarity': 'positive'}, {'type': 'category', 'category': 'food', 'polarity': 'positive'}]"
3185,"Its a nice quiet location to go eat a good meal, relax, be able to talk and have a very good time.","[{'type': 'term', 'term': 'location', 'polarity': 'positive'}, {'type': 'term', 'term': 'meal', 'polarity': 'positive'}, {'type': 'category', 'category': 'ambience', 'polarity': 'positive'}, {'type': 'category', 'category': 'food', 'polarity': 'positive'}]"
2651,"We arrived for dinner expecting to be impressed by a place that has an impressive past - but, that's just it -- the PAST!","[{'type': 'term', 'term': 'dinner', 'polarity': 'neutral'}, {'type': 'category', 'category': 'anecdotes/miscellaneous', 'polarity': 'negative'}]"
718,"However, I think this place is a good hang out spot.","[{'type': 'term', 'term': 'spot', 'polarity': 'positive'}, {'type': 'category', 'category': 'ambience', 'polarity': 'positive'}]"
2848,"The menu is Prix Fixe, so be prepared to spend at least $60 per person, but it is Well worth itsuperb food.","[{'type': 'term', 'term': 'menu', 'polarity': 'negative'}, {'type': 'term', 'term': 'food', 'polarity': 'positive'}, {'type': 'term', 'term': 'Prix Fixe', 'polarity': 'neutral'}, {'type': 'category', 'category': 'price', 'polarity': 'negative'}, {'type': 'category', 'category': 'food', 'polarity': 'positive'}]"
596,"Rao is a good restaurant, but it's nothing special.","[{'type': 'category', 'category': 'anecdotes/miscellaneous', 'polarity': 'neutral'}]"
523,The wine list is extensive and impressive.,"[{'type': 'term', 'term': 'wine list', 'polarity': 'positive'}, {'type': 'category', 'category': 'food', 'polarity': 'positive'}]"
1497,We had the most wonderful waitress.,"[{'type': 'term', 'term': 'waitress', 'polarity': 'positive'}, {'type': 'category', 'category': 'service', 'polarity': 'positive'}]"
2861,"While the staff at this little bistro is very friendly, I have never experienced more incompetency.","[{'type': 'term', 'term': 'staff', 'polarity': 'positive'}, {'type': 'category', 'category': 'service', 'polarity': 'conflict'}]"
2697,The quail was fantastic and unique and the pastas were full of flavor.,"[{'type': 'term', 'term': 'quail', 'polarity': 'positive'}, {'type': 'term', 'term': 'pastas', 'polarity': 'positive'}, {'type': 'term', 'term': 'flavor', 'polarity': 'positive'}, {'type': 'category', 'category': 'food', 'polarity': 'positive'}]"
876,"When we left at 8:00 PM, it was packed and noisy.","[{'type': 'category', 'category': 'anecdotes/miscellaneous', 'polarity': 'neutral'}, {'type': 'category', 'category': 'ambience', 'polarity': 'negative'}]"
248,"Okay, so I never write but there doesn't seem to fair balance of positive to negative reviews concerning Green Bo and it's time to speak up - I live in Chinatown.","[{'type': 'category', 'category': 'anecdotes/miscellaneous', 'polarity': 'neutral'}]"
1116,The zucchini and mashed potatoes are a blend of garlic and butter which simply melts in your mouth.,"[{'type': 'term', 'term': 'zucchini', 'polarity': 'positive'}, {'type': 'term', 'term': 'mashed potatoes', 'polarity': 'positive'}, {'type': 'term', 'term': 'garlic', 'polarity': 'positive'}, {'type': 'term', 'term': 'butter', 'polarity': 'positive'}, {'type': 'category', 'category': 'food', 'polarity': 'positive'}]"
3001,The staff is courteous and friendly.,"[{'type': 'term', 'term': 'staff', 'polarity': 'positive'}, {'type': 'category', 'category': 'service', 'polarity': 'positive'}]"
1058,Never fails to please.,"[{'type': 'category', 'category': 'anecdotes/miscellaneous', 'polarity': 'positive'}]"
2067,Decor is nice though service can be spotty.,"[{'type': 'term', 'term': 'Decor', 'polarity': 'positive'}, {'type': 'term', 'term': 'service', 'polarity': 'negative'}, {'type': 'category', 'category': 'service', 'polarity': 'positive'}, {'type': 'category', 'category': 'ambience', 'polarity': 'positive'}]"
2491,"Aside from the rushed service, we were very impressed with the food and the drinks.","[{'type': 'term', 'term': 'service', 'polarity': 'negative'}, {'type': 'term', 'term': 'food', 'polarity': 'positive'}, {'type': 'term', 'term': 'drinks', 'polarity': 'positive'}, {'type': 'category', 'category': 'food', 'polarity': 'positive'}, {'type': 'category', 'category': 'service', 'polarity': 'negative'}]"
2703,Will absolutely visit again.,"[{'type': 'category', 'category': 'anecdotes/miscellaneous', 'polarity': 'positive'}]"
1045,Make sure you have the Spicy Scallop roll.. .,"[{'type': 'term', 'term': 'Spicy Scallop roll', 'polarity': 'positive'}, {'type': 'category', 'category': 'food', 'polarity': 'positive'}]"
2895,I would highly recommend this place to anyone who is looking for a fine Indian dining experience that is definitely a value for your dollar.,"[{'type': 'term', 'term': 'Indian dining experience', 'polarity': 'positive'}, {'type': 'category', 'category': 'anecdotes/miscellaneous', 'polarity': 'positive'}, {'type': 'category', 'category': 'price', 'polarity': 'positive'}, {'type': 'category', 'category': 'food', 'polarity': 'positive'}]"
59,And even with it's Pub atmosphere they were great to my kids too!,"[{'type': 'term', 'term': 'Pub atmosphere', 'polarity': 'conflict'}, {'type': 'category', 'category': 'ambience', 'polarity': 'conflict'}]"
1650,This big draw is the all you can sushi here for $19.95!,"[{'type': 'term', 'term': 'sushi', 'polarity': 'positive'}, {'type': 'category', 'category': 'price', 'polarity': 'positive'}]"
1432,I consider the best Grand Sichuan restaurant in NYC.,"[{'type': 'category', 'category': 'anecdotes/miscellaneous', 'polarity': 'positive'}]"
1527,we spent 50 $$ definetly will come back with my friends!!!,"[{'type': 'category', 'category': 'anecdotes/miscellaneous', 'polarity': 'positive'}, {'type': 'category', 'category': 'price', 'polarity': 'positive'}]"
1926,Went to Village last night for my birthday.,"[{'type': 'category', 'category': 'anecdotes/miscellaneous', 'polarity': 'neutral'}]"
1835,"Some of the workers ignore me and talk to the female customers, other times, they've skipped my order.","[{'type': 'term', 'term': 'workers', 'polarity': 'negative'}, {'type': 'term', 'term': 'order', 'polarity': 'negative'}, {'type': 'category', 'category': 'service', 'polarity': 'negative'}]"
208,The specials are usually quite good too.,"[{'type': 'term', 'term': 'specials', 'polarity': 'positive'}, {'type': 'category', 'category': 'food', 'polarity': 'positive'}]"
1023,They've the best desserts and mixed drinks as well as snack foods.,"[{'type': 'term', 'term': 'desserts', 'polarity': 'positive'}, {'type': 'term', 'term': 'mixed drinks', 'polarity': 'positive'}, {'type': 'term', 'term': 'snack foods', 'polarity': 'positive'}, {'type': 'category', 'category': 'food', 'polarity': 'positive'}]"
85,Try the chocolate mud cake (warmed) with 2 scoops of dulce de leche gelato.,"[{'type': 'term', 'term': 'chocolate mud cake (warmed)', 'polarity': 'positive'}, {'type': 'term', 'term': 'dulce de leche gelato', 'polarity': 'positive'}, {'type': 'category', 'category': 'food', 'polarity': 'positive'}]"
2388,That's good and bad.,"[{'type': 'category', 'category': 'anecdotes/miscellaneous', 'polarity': 'conflict'}]"
609,Really cool stauff inside.,"[{'type': 'term', 'term': 'stauff', 'polarity': 'positive'}, {'type': 'category', 'category': 'ambience', 'polarity': 'positive'}]"
3417,"While the new restaurant still features much of the same classical furniture that made Tiffin so attractive, the menu has been overhauled.","[{'type': 'term', 'term': 'classical furniture', 'polarity': 'positive'}, {'type': 'term', 'term': 'menu', 'polarity': 'negative'}, {'type': 'category', 'category': 'anecdotes/miscellaneous', 'polarity': 'neutral'}, {'type': 'category', 'category': 'ambience', 'polarity': 'positive'}, {'type': 'category', 'category': 'food', 'polarity': 'negative'}]"
602,The best burger I have had in the Village.,"[{'type': 'term', 'term': 'burger', 'polarity': 'positive'}, {'type': 'category', 'category': 'food', 'polarity': 'positive'}]"
909,We visited Orsay during NY Restaurant Week and tried their $35 menu.,"[{'type': 'term', 'term': 'menu', 'polarity': 'neutral'}, {'type': 'category', 'category': 'anecdotes/miscellaneous', 'polarity': 'neutral'}]"
488,I would have gotten some cole slaw and a knish if my stomach had more space.,"[{'type': 'term', 'term': 'cole slaw', 'polarity': 'neutral'}, {'type': 'term', 'term': 'knish', 'polarity': 'neutral'}, {'type': 'category', 'category': 'food', 'polarity': 'positive'}]"
804,"came here for restaurant week, didn't save much, but it was still great.","[{'type': 'category', 'category': 'anecdotes/miscellaneous', 'polarity': 'conflict'}, {'type': 'category', 'category': 'price', 'polarity': 'conflict'}]"
1153,Would NEVER go back there.,"[{'type': 'category', 'category': 'anecdotes/miscellaneous', 'polarity': 'negative'}]"
769,Three of us arrived for dinner about 5:30 on a week night without reservations.,"[{'type': 'term', 'term': 'dinner', 'polarity': 'neutral'}, {'type': 'term', 'term': 'reservations', 'polarity': 'neutral'}, {'type': 'category', 'category': 'anecdotes/miscellaneous', 'polarity': 'neutral'}]"
3026,"The blond wood decor is very soothing, the premium sake is excellent and the service is great.","[{'type': 'term', 'term': 'blond wood decor', 'polarity': 'positive'}, {'type': 'term', 'term': 'sake', 'polarity': 'positive'}, {'type': 'term', 'term': 'service', 'polarity': 'positive'}, {'type': 'category', 'category': 'food', 'polarity': 'positive'}, {'type': 'category', 'category': 'service', 'polarity': 'positive'}, {'type': 'category', 'category': 'ambience', 'polarity': 'positive'}]"
661,There is usually a wait but it is well worth it.,"[{'type': 'term', 'term': 'wait', 'polarity': 'conflict'}, {'type': 'category', 'category': 'anecdotes/miscellaneous', 'polarity': 'conflict'}]"
1437,"Be careful, when they say spicy, they mean it!","[{'type': 'category', 'category': 'anecdotes/miscellaneous', 'polarity': 'neutral'}]"
2532,Your money could easily be better spent elsewhere (Anywhere).,"[{'type': 'term', 'term': 'money', 'polarity': 'neutral'}, {'type': 'category', 'category': 'anecdotes/miscellaneous', 'polarity': 'negative'}]"
1062,"Only drawback - they won't toast your bagel, and they don't make eggs for the bagel.","[{'type': 'term', 'term': 'bagel', 'polarity': 'negative'}, {'type': 'term', 'term': 'eggs', 'polarity': 'negative'}, {'type': 'term', 'term': 'bagel', 'polarity': 'negative'}, {'type': 'category', 'category': 'service', 'polarity': 'negative'}]"
552,As always we had a great glass of wine while we waited.,"[{'type': 'term', 'term': 'glass of wine', 'polarity': 'positive'}, {'type': 'category', 'category': 'food', 'polarity': 'positive'}]"
1953,Bring your appetites.,"[{'type': 'category', 'category': 'anecdotes/miscellaneous', 'polarity': 'neutral'}]"
1722,"The wait staff is pleasant, fun, and for the most part gorgeous (in the wonderful aesthetic beautification way, not in that she's-way-cuter-than-me-that-b@#$* way).","[{'type': 'term', 'term': 'wait staff', 'polarity': 'positive'}, {'type': 'category', 'category': 'service', 'polarity': 'positive'}]"
